readyFrame:71
currentTime:44391.641662
count:35
x y response
139 87 47
177 41 45
228 29 38
218 30 32
195 30 24
199 29 22
216 33 18
195 34 16
193 35 13
224 29 13
345 20 12
253 30 12
37 107 12
359 20 11
133 88 11
271 30 11
257 166 10
89 106 9
95 106 9
184 147 9
255 165 9
270 23 9
278 196 8
258 168 8
256 168 8
153 168 8
147 96 8
221 33 8
211 31 8
147 93 8
298 118 8
14 119 8
130 141 8
138 94 8
281 197 8
