readyFrame:89
currentTime:44393.063703
count:36
x y response
279 103 50
236 148 47
331 95 37
297 92 31
241 16 28
47 46 27
301 93 24
321 94 23
239 15 22
41 150 18
360 99 17
242 18 16
44 41 15
299 90 14
313 98 13
296 98 12
126 153 12
298 97 12
248 245 11
327 94 11
243 157 10
319 97 10
46 65 10
239 206 10
188 160 9
43 44 9
181 161 9
93 5 9
237 237 8
276 103 8
46 43 8
99 161 8
237 22 8
227 212 8
236 16 8
238 214 8
