readyFrame:55
currentTime:44390.281647
count:25
x y response
92 43 36
142 29 32
55 88 31
132 30 22
114 30 19
130 33 17
109 36 16
250 19 16
156 161 13
264 19 12
63 165 11
166 30 11
139 29 11
158 158 10
137 30 10
173 190 9
171 190 9
156 163 9
9 107 9
152 28 9
175 190 8
35 135 8
95 40 8
109 33 8
126 31 8
