readyFrame:69
currentTime:44391.484326
count:24
x y response
168 38 49
130 84 42
218 25 27
185 26 25
208 26 24
207 29 21
188 25 20
335 16 16
349 16 14
165 38 13
170 36 13
185 31 13
214 26 12
245 160 11
80 102 11
243 26 11
246 162 10
147 162 10
137 92 10
166 42 9
261 26 9
270 190 8
248 158 8
80 104 8
