readyFrame:34
currentTime:44388.578810
count:28
x y response
108 77 43
145 31 42
196 18 40
186 19 31
108 75 28
163 19 23
184 22 21
167 19 21
310 5 16
126 153 14
324 5 14
220 18 12
192 18 12
222 148 11
163 24 11
60 97 10
66 96 10
148 29 10
265 142 9
247 177 8
166 126 8
155 115 8
266 104 8
11 100 8
116 85 8
117 83 8
103 78 8
200 18 8
