readyFrame:86
currentTime:44392.831513
count:40
x y response
267 85 56
225 131 53
319 77 49
284 75 31
289 74 27
309 77 27
35 35 24
349 81 22
307 79 18
33 30 16
240 225 14
315 77 14
301 80 13
360 273 12
340 235 12
264 85 12
115 138 12
230 188 11
89 147 11
362 274 11
319 86 10
177 144 10
34 61 10
355 272 10
117 139 10
230 141 9
265 89 9
269 83 9
272 182 9
281 201 9
340 237 9
234 138 8
232 140 8
267 173 8
158 182 8
57 196 8
59 196 8
281 203 8
17 245 8
30 32 8
