readyFrame:38
currentTime:44388.891490
count:27
x y response
86 75 48
173 16 48
123 30 44
163 17 30
161 20 25
141 17 23
197 16 16
195 143 14
169 16 13
102 149 12
126 27 12
140 23 12
138 23 12
283 3 11
98 151 10
94 83 10
83 76 10
92 145 9
195 17 9
214 15 9
217 171 8
196 148 8
198 141 8
238 137 8
128 130 8
91 82 8
156 18 8
