readyFrame:18
currentTime:44387.280743
count:35
x y response
255 71 72
213 115 46
307 61 42
272 59 29
296 61 25
277 58 23
294 63 19
274 57 18
303 61 17
273 64 17
252 69 15
330 214 14
289 65 14
105 125 13
271 65 12
370 158 12
21 128 12
22 20 12
257 68 11
329 216 11
165 129 10
49 183 10
351 251 10
221 124 9
374 210 9
8 231 8
349 65 8
339 64 8
256 157 8
147 165 8
208 175 8
224 205 8
290 61 8
17 226 8
19 22 8
