readyFrame:54
currentTime:44390.203902
count:32
x y response
85 46 50
49 90 43
125 33 33
134 33 30
103 33 25
123 36 20
106 32 20
60 168 17
150 165 15
242 23 15
101 39 13
97 147 12
83 47 12
256 23 12
57 170 11
55 170 11
150 167 11
56 99 11
83 45 11
168 195 10
4 111 10
159 33 10
176 26 10
84 143 9
89 142 9
201 118 9
57 97 9
89 43 9
87 43 9
150 170 8
83 50 8
145 31 8
