readyFrame:23
currentTime:44387.687802
count:28
x y response
216 50 62
175 94 43
267 38 34
257 39 27
233 37 26
237 37 23
255 41 19
232 43 14
264 38 14
293 183 13
315 217 12
193 180 12
123 111 11
70 109 11
17 169 10
183 103 10
319 218 9
313 217 9
165 150 9
129 111 9
170 94 9
290 41 9
292 40 9
250 39 9
314 171 8
184 101 8
219 52 8
311 41 8
