readyFrame:47
currentTime:44389.641479
count:29
x y response
81 51 48
44 96 45
130 38 35
121 38 25
99 38 24
103 38 21
119 41 16
55 174 15
237 29 15
144 172 13
127 38 13
98 44 12
252 29 12
160 202 11
144 174 10
103 42 10
81 154 9
92 152 9
52 103 9
84 48 9
154 38 9
158 202 8
186 165 8
45 159 8
84 148 8
79 55 8
79 49 8
115 39 8
141 36 8
