readyFrame:7
currentTime:44386.343760
count:39
x y response
289 120 43
342 112 32
56 59 29
307 110 28
331 112 28
311 110 24
251 32 23
249 30 19
110 14 18
252 34 17
49 163 15
306 115 15
354 278 13
371 117 13
52 53 13
54 82 13
134 168 13
337 112 12
323 115 12
308 115 12
306 107 11
51 55 11
249 263 10
247 225 10
102 18 10
286 121 9
252 175 9
249 176 9
285 242 9
297 242 9
108 175 8
324 111 8
190 177 8
293 221 8
295 236 8
247 35 8
245 35 8
244 257 8
9 282 8
