readyFrame:11
currentTime:44386.655967
count:41
x y response
277 100 49
234 145 45
329 92 36
295 89 26
298 90 22
239 14 18
237 12 17
295 94 16
358 96 16
297 87 15
240 16 15
39 149 14
347 253 13
295 87 13
311 95 13
41 39 12
65 208 11
279 97 11
317 94 11
124 151 11
90 3 10
326 91 10
41 42 10
371 96 10
221 205 10
274 100 10
352 102 9
238 203 9
241 154 9
180 158 9
346 255 9
185 158 8
166 195 8
288 219 8
43 70 8
44 63 8
44 59 8
274 104 8
347 250 8
238 18 8
238 153 8
