readyFrame:59
currentTime:44390.609509
count:35
x y response
111 28 50
161 14 49
75 73 43
151 15 41
131 15 23
149 18 21
91 147 17
185 14 16
157 14 15
109 28 14
128 21 14
115 25 12
87 149 11
116 128 11
113 25 11
225 135 10
84 80 10
110 31 10
145 16 10
202 11 9
63 151 9
85 144 9
81 143 9
47 133 9
76 128 9
79 80 9
230 98 9
30 94 9
35 93 9
202 13 9
203 169 8
182 15 8
113 123 8
124 121 8
75 79 8
