readyFrame:82
currentTime:44392.501346
count:31
x y response
257 73 60
215 117 44
279 61 26
274 62 23
298 63 22
26 28 22
296 66 18
275 66 17
276 60 16
304 63 14
331 217 13
23 129 12
356 255 10
353 254 10
351 253 10
50 184 10
371 161 10
220 127 10
23 25 10
23 21 10
339 68 9
351 67 9
348 252 8
259 186 8
80 135 8
222 126 8
254 72 8
299 67 8
25 52 8
26 48 8
26 43 8
