readyFrame:93
currentTime:44393.422785
count:41
x y response
290 123 51
246 169 49
343 115 43
308 112 29
332 115 27
312 112 25
252 34 23
111 16 22
324 118 20
372 119 20
250 32 19
338 115 17
293 225 16
308 117 14
49 165 14
253 36 14
287 122 13
53 54 13
354 283 13
191 180 11
135 171 11
102 20 11
248 229 10
55 82 10
55 80 10
52 57 10
55 53 10
365 271 9
250 179 9
55 56 9
108 178 9
37 273 8
359 270 8
285 246 8
283 240 8
246 237 8
253 178 8
353 115 8
325 114 8
254 176 8
248 37 8
