readyFrame:96
currentTime:44393.656914
count:43
x y response
290 132 47
344 123 47
246 178 46
56 68 29
333 123 27
313 120 26
294 235 26
373 127 21
250 40 21
325 126 17
251 42 17
109 24 16
256 279 13
49 173 13
340 123 13
253 187 13
308 118 12
52 63 12
253 44 12
290 251 11
285 257 11
326 122 11
54 93 10
54 91 10
248 239 10
191 189 10
135 180 10
292 129 10
73 237 10
102 28 10
288 130 9
365 283 9
250 279 9
51 65 9
55 61 9
182 237 8
328 122 8
55 82 8
180 242 8
52 121 8
283 250 8
310 257 8
247 46 8
