readyFrame:85
currentTime:44392.735452
count:41
x y response
265 82 60
223 127 48
317 73 33
283 71 28
33 34 27
287 71 27
307 73 27
34 32 22
30 136 19
285 69 18
347 78 17
300 73 15
282 77 15
299 77 15
305 75 14
284 76 14
114 135 14
360 78 11
338 230 11
239 221 11
29 30 11
356 268 10
230 136 9
175 141 9
88 144 9
57 193 9
23 237 9
262 87 8
339 77 8
308 77 8
228 137 8
378 171 8
162 186 8
216 189 8
267 198 8
25 236 8
33 52 8
33 50 8
33 48 8
37 36 8
363 270 8
