readyFrame:3
currentTime:44386.032553
count:43
x y response
290 134 49
246 181 45
343 126 38
308 123 28
333 125 28
251 44 27
55 71 27
312 123 25
294 238 23
249 43 21
108 27 20
49 176 19
373 129 18
309 128 15
134 183 14
254 283 13
307 129 13
339 126 13
252 47 13
292 132 12
285 259 12
310 119 11
297 259 11
74 239 10
249 46 10
287 135 10
101 31 10
191 193 10
254 188 9
294 132 9
248 242 9
54 90 9
50 68 9
250 191 8
51 126 8
337 125 8
108 189 8
53 102 8
370 284 8
38 283 8
230 244 8
283 253 8
243 3 8
