readyFrame:65
currentTime:44391.158122
count:31
x y response
193 17 50
142 30 46
105 76 44
183 18 31
181 21 26
160 18 25
164 18 22
189 17 16
306 3 15
123 152 14
158 24 14
321 3 14
145 28 13
119 153 12
219 147 12
57 97 11
219 149 10
263 103 10
113 84 9
140 31 9
185 21 9
176 19 9
235 17 9
262 141 8
116 137 8
102 130 8
97 129 8
63 96 8
140 34 8
199 17 8
234 10 8
