readyFrame:76
currentTime:44392.031952
count:28
x y response
213 49 75
173 94 49
265 38 35
254 38 29
234 36 26
231 37 25
252 41 20
231 42 17
190 179 14
67 109 13
291 182 12
167 94 12
215 46 12
260 38 12
312 215 11
15 169 11
210 48 11
229 43 10
290 39 10
44 120 9
371 216 8
318 216 8
331 131 8
127 110 8
210 53 8
295 41 8
308 40 8
307 33 8
