readyFrame:40
currentTime:44389.046601
count:33
x y response
113 26 53
77 72 48
162 13 43
153 14 35
134 14 26
130 14 26
151 17 24
92 146 17
187 13 17
129 20 16
185 140 15
146 15 15
116 24 13
184 142 12
111 30 11
204 12 11
154 17 10
84 80 9
85 78 9
72 73 9
36 92 9
110 26 9
126 120 8
232 97 8
76 78 8
206 168 8
204 167 8
85 131 8
73 126 8
129 125 8
67 123 8
170 12 8
173 11 8
