readyFrame:32
currentTime:44388.421705
count:28
x y response
158 33 51
209 20 34
199 21 28
176 21 24
179 21 22
197 24 20
324 9 15
174 27 14
176 26 14
338 10 14
161 31 13
139 156 12
233 21 12
72 99 10
129 85 10
116 79 10
231 22 10
204 21 10
206 20 10
261 184 9
134 158 9
282 152 9
112 132 9
128 87 9
252 21 9
127 152 8
82 130 8
192 22 8
