readyFrame:50
currentTime:44389.891695
count:27
x y response
70 68 44
33 114 33
119 55 27
33 112 25
109 56 21
132 192 19
88 56 18
91 59 13
87 61 12
226 48 12
224 48 12
40 196 11
70 173 10
68 72 10
108 59 10
77 168 9
85 62 9
103 57 9
174 221 8
134 189 8
173 187 8
80 174 8
91 173 8
30 173 8
33 121 8
72 65 8
115 55 8
