readyFrame:53
currentTime:44390.124849
count:31
x y response
82 48 46
46 94 43
122 36 31
132 35 30
100 36 26
238 26 18
120 39 17
146 169 16
254 26 15
146 171 13
53 174 12
53 102 12
98 42 12
127 36 12
83 152 11
86 46 11
129 35 11
162 199 10
34 146 9
188 163 8
43 152 8
94 149 8
40 149 8
80 147 8
198 122 8
80 52 8
104 40 8
161 37 8
173 36 8
228 30 8
175 29 8
