readyFrame:92
currentTime:44393.341652
count:37
x y response
287 116 40
244 161 39
340 108 32
54 56 26
306 105 26
249 28 21
329 107 20
109 11 15
322 111 14
306 110 14
369 112 14
48 160 13
51 50 13
354 274 12
292 217 11
336 107 11
251 30 11
254 260 10
50 53 10
247 220 9
290 114 9
54 67 9
243 31 9
29 269 8
248 259 8
297 237 8
189 174 8
248 172 8
327 109 8
285 114 8
305 102 8
252 168 8
51 55 8
247 34 8
247 30 8
106 172 8
101 16 8
