readyFrame:67
currentTime:44391.330215
count:32
x y response
118 79 53
206 20 51
155 33 48
118 77 40
196 21 38
173 21 28
176 20 26
195 24 21
173 26 17
203 20 17
336 9 14
321 8 14
136 156 13
233 153 13
126 87 12
113 79 12
153 34 12
153 32 11
158 30 11
189 22 11
127 85 10
233 155 9
109 132 9
19 100 9
153 36 9
256 182 8
254 182 8
132 157 8
276 147 8
109 147 8
162 137 8
198 24 8
