readyFrame:41
currentTime:44389.125654
count:32
x y response
110 29 56
74 75 51
150 17 33
128 17 25
130 16 21
148 20 19
90 149 17
126 23 17
184 16 16
108 29 15
180 146 13
156 16 13
181 144 11
201 15 11
183 141 10
108 33 10
268 3 10
223 169 9
84 151 9
123 123 9
229 100 9
34 94 9
81 83 9
78 81 9
209 246 8
74 130 8
83 129 8
71 128 8
29 96 8
74 81 8
152 20 8
171 14 8
