readyFrame:30
currentTime:44388.251417
count:26
x y response
170 39 60
132 85 51
221 27 43
191 27 28
211 28 25
187 27 25
209 30 20
186 33 18
337 17 17
351 17 16
150 164 13
248 162 13
291 115 12
141 92 11
172 36 11
246 27 11
31 106 10
83 104 10
167 39 10
268 193 9
124 140 9
299 170 8
188 143 8
88 104 8
168 44 8
263 25 8
