readyFrame:84
currentTime:44392.657400
count:37
x y response
262 77 55
220 123 45
314 68 35
303 68 24
30 31 23
280 71 19
302 71 17
280 64 17
111 131 16
296 72 16
27 132 14
343 73 13
310 68 13
166 137 12
357 263 11
336 225 11
237 215 11
235 215 11
259 76 11
376 167 11
335 227 10
54 189 10
29 27 10
359 263 9
264 74 9
352 262 9
356 211 9
27 28 9
84 140 9
26 26 9
28 25 9
337 222 8
314 78 8
172 136 8
225 179 8
225 133 8
264 193 8
