readyFrame:77
currentTime:44392.110045
count:30
x y response
219 50 66
271 39 47
178 95 40
260 39 27
240 37 27
236 38 26
258 42 18
237 43 13
296 185 12
126 111 12
173 95 12
317 219 10
337 133 10
73 109 10
221 52 10
186 103 9
175 94 9
320 220 8
296 187 8
340 180 8
316 172 8
19 169 8
20 167 8
223 161 8
173 154 8
154 138 8
139 138 8
132 110 8
296 41 8
253 40 8
