readyFrame:88
currentTime:44392.985651
count:34
x y response
232 142 39
327 89 35
293 87 27
43 43 26
237 11 24
317 89 24
235 10 19
294 84 16
293 91 15
38 146 15
356 93 15
315 91 13
309 92 12
323 89 12
122 148 12
238 13 12
246 237 11
277 95 11
39 40 11
344 248 10
40 38 10
64 206 9
239 151 9
230 15 9
96 156 9
365 235 8
219 202 8
165 192 8
190 188 8
272 97 8
310 88 8
42 67 8
178 155 8
347 248 8
