readyFrame:58
currentTime:44390.531350
count:30
x y response
109 31 61
73 77 49
159 17 35
149 18 29
127 19 26
129 18 23
147 21 20
87 151 18
282 4 16
125 25 14
107 30 13
155 18 13
183 18 12
179 148 11
200 17 11
113 131 10
111 28 10
222 139 9
63 128 9
227 102 9
72 83 9
108 35 9
199 174 8
60 154 8
77 137 8
81 131 8
124 130 8
69 130 8
54 124 8
200 15 8
