readyFrame:19
currentTime:44387.376314
count:25
x y response
249 65 54
208 108 33
301 54 25
267 53 25
291 54 20
271 52 20
289 57 19
267 57 13
16 123 12
18 17 12
325 206 11
99 119 11
345 241 10
297 54 10
347 242 9
153 123 9
327 208 8
325 208 8
369 201 8
250 149 8
73 129 8
97 119 8
202 109 8
16 18 8
16 16 8
