readyFrame:68
currentTime:44391.406274
count:26
x y response
161 33 52
212 21 49
123 79 44
202 22 30
179 21 24
200 25 21
182 21 21
208 21 15
177 27 14
237 22 14
141 158 13
132 86 13
179 27 13
23 101 11
164 31 11
80 98 10
158 33 10
195 23 10
264 185 9
238 157 9
254 19 9
260 185 8
170 132 8
131 88 8
122 85 8
203 25 8
