readyFrame:42
currentTime:44389.203706
count:26
x y response
71 78 49
157 19 47
107 33 43
147 20 34
125 20 25
154 19 16
181 19 15
177 148 14
281 6 14
123 26 12
79 84 11
81 155 10
176 150 10
149 23 10
225 104 9
25 99 9
106 36 9
110 30 9
198 12 9
75 150 8
41 127 8
78 86 8
74 84 8
70 83 8
141 21 8
198 19 8
